total,amt1,amt2
25376.11,25333.72,42.39
25381.61,24903.61,478
25383.81,23858.97,1524.84
25400.08,25333.48,66.6
25401.86,25332.74,69.12
25408.99,25186.39,222.6
25431.09,23075.19,2355.9
25435.17,19800.04,5635.13
25435.39,24318.24,1117.15
25436.09,25375.27,60.82
25437.05,24531.44,905.61
25443.9,25300.18,143.72
25446.65,25201.99,244.66
25450.1,23022.12,2427.98
25452.38,25432.3,20.08
25460.14,25460.14,0
25460.2,18240.74,7219.46
25461.02,25040.33,420.69
25461.26,25096.28,364.98
25468.6,24691.6,777
25474.68,24995.62,479.06
25476.33,25472.33,4
25482.13,25466.82,15.31
25486.18,25486.18,0
25496.76,25496.76,0
25510.64,25510.64,0
25510.64,25510.64,0
25513.65,25513.65,0
25517.8,25486.26,31.54
25517.9,23273.9,2244
25522.64,25444.64,78
25528.45,25514.19,14.26
25529.07,24536.8,992.27
25532.49,22396.48,3136.01
25533.64,25472.17,61.47
25535.68,25535.68,0
25538.7,25519.52,19.18
25539.78,25509.46,30.32
25543.69,25543.69,0
25557.03,25420.37,136.66
25557.41,25523.12,34.29
25558.47,25242.47,316
25560.93,24506.01,1054.92
25564.07,25564.07,0
25569.01,24022.61,1546.4
25571.42,25515.28,56.14
25571.77,25490.77,81
25572.95,24359.15,1213.8
25578.67,25537.67,41
25586.05,24827.31,758.74
25593.44,24273.17,1320.27
25593.52,25593.52,0
25595.07,25595.07,0
25599.76,25319.32,280.44
25601.53,25601.53,0
25601.6,25491.54,110.06
25608.45,25608.45,0
25610.89,25610.89,0
25612.69,25411.41,201.28
25614.16,24249.41,1364.75
25619.63,24444.32,1175.31
25622.86,25622.86,0
25623.92,25623.92,0
25637.84,21900.64,3737.2
25638.06,25561.02,77.04
25640.08,25336.95,303.13
25647.95,25639.67,8.28
25648.19,25648.19,0
25648.21,25648.21,0
25656.58,25125.15,531.43
25658.79,25591.66,67.13
25660.68,25660.68,0
25661.25,24650.31,1010.94
25667.78,21918.17,3749.61
25674.59,25542.22,132.37
25676.53,24985.75,690.78
25681.45,25681.45,0
25685.64,25447.11,238.53
25698.47,25677.59,20.88
25698.8,23904.36,1794.44
25703.25,25615.98,87.27
25703.28,25703.28,0
25707.09,25707.09,0
25708.61,24360.84,1347.77
25714.55,16189.78,9524.77
25721.69,25671.69,50
25721.71,25485.41,236.3
25726.16,24952.23,773.93
25726.16,24952.23,773.93
25740.77,24728.79,1011.98
25745.95,23545.43,2200.52
25749.54,25676.02,73.52
25749.56,24373.31,1376.25
25753.59,25667.4,86.19
25755.65,25755.65,0
25758.93,25570.43,188.5
25760.94,25687.48,73.46
25765.02,25315.17,449.85
25766.53,25756.83,9.7
25773.59,25231.15,542.44
25779.67,25721.31,58.36
25787.54,25787.54,0
25792.21,23702.49,2089.72
25792.4,24347.93,1444.47
25793.22,25755.1,38.12
25797.34,25797.34,0
25797.73,16746.07,9051.66
25797.94,24494.3,1303.64
25802.69,24275.05,1527.64
25811.14,17705.14,8106
25820.62,25417.8,402.82
25823.97,25059.76,764.21
25824.25,25668.2,156.05
25828.56,18851.31,6977.25
25838.95,25838.95,0
25839.52,24822.44,1017.08
25841.83,25841.83,0
25850.4,25749.47,100.93
25856.1,25856.1,0
25857.6,25857.6,0
25872.51,25872.51,0
25872.51,25872.51,0
25874.89,25856.89,18
25887.7,25714.76,172.94
25893.81,25642.11,251.7
25894.61,25894.61,0
25895.69,25895.69,0
25896.69,24706.86,1189.83
25898.4,25157.77,740.63
25909.17,25299.79,609.38
25919.45,23384.81,2534.64
25919.45,23384.81,2534.64
25922.32,25840.12,82.2
25922.81,23497.61,2425.2
25923.39,24468.67,1454.72
25926.72,25875.72,51
25930.62,25856.12,74.5
25930.62,25856.12,74.5
25932.18,25728.25,203.93
25932.19,25932.19,0
25938.1,24282.14,1655.96
25943.22,25943.22,0
25946.04,25919.3,26.74
25954.9,25799.9,155
25963.08,25885.22,77.86
25969.35,25051.42,917.93
25970.2,24872.26,1097.94
25973.82,24049.66,1924.16
25982.38,25737.02,245.36
25982.46,25982.46,0
25993.15,25118.8,874.35
25999.65,25999.65,0
26004.59,26004.59,0
26006.19,25163.19,843
26010.47,25929.31,81.16
26019.59,26019.59,0
26019.98,25630.39,389.59
26026.7,25809.49,217.21
26034.78,25329.69,705.09
26037.78,25812.68,225.1
26044.8,26005.2,39.6
26044.82,26023.82,21
26045.67,26045.67,0
26045.67,26045.67,0
26047.45,26047.45,0
26049.19,26049.19,0
26053.93,26053.93,0
26055.59,26055.59,0
26059.6,25107.82,951.78
26060.67,25855.68,204.99
26065.4,26065.4,0
26074.29,26074.29,0
26075.32,25916.97,158.35
26078.87,26078.87,0
26079.11,26079.11,0
26083.9,26077.9,6
26088.98,26075.92,13.06
26093.63,24882.3,1211.33
26097.5,26097.5,0
26097.5,26097.5,0
26129.04,24349.16,1779.88
26130.93,26130.93,0
26133.88,26133.88,0
26143.87,26067.07,76.8
26146.84,26146.84,0
26152.25,25563.61,588.64
26154.01,22790.1,3363.91
26166.8,22859.73,3307.07
26169.07,26169.07,0
26169.99,26169.99,0
26172.5,26172.5,0
26177.87,26177.87,0
26186.74,26186.74,0
26186.89,26186.89,0
26188.01,18346.19,7841.82
26189.68,26121.42,68.26
26195.04,26195.04,0
26198.52,26128.58,69.94
26206.4,26206.4,0
26219.54,24776.52,1443.02
26221.43,26119.99,101.44
26229.03,26229.03,0
26235.05,25756.2,478.85
26237.68,26237.68,0
26238.43,26238.43,0
26238.97,26118.29,120.68
26244.67,4526.63,21718.04
26244.67,4526.63,21718.04
26247.68,25172.82,1074.86
26254.11,26254.11,0
26254.53,24880.98,1373.55
26255.5,25904.7,350.8
26265.88,26265.88,0
26268.7,26268.7,0
26272.38,25986.43,285.95
26286.46,26286.46,0
26288.15,23715.22,2572.93
26294.26,26251.13,43.13
26297.51,26185.51,112
26304.74,25196.04,1108.7
26305.09,26305.09,0
26309.53,26165.44,144.09
26310.27,24514.69,1795.58
26311.28,24833.28,1478
26316.71,26316.71,0
26318.9,26318.9,0
26319.77,26319.77,0
26323.7,24663.88,1659.82
26325.84,26325.84,0
26327.7,17602.94,8724.76
26327.73,26317.95,9.78
26330.48,26235.4,95.08
26331.65,25916.27,415.38
26334.2,26082.24,251.96
26334.91,26334.91,0
26340.13,26340.13,0
26341.25,25880.09,461.16
26359.5,26359.5,0
26359.5,26359.5,0
26365.68,26360.23,5.45
26370.43,25777.14,593.29
26375.65,25313.02,1062.63
26382.83,25677.79,705.04
26389.44,26389.44,0
26401.2,26401.2,0
26403.92,23362.24,3041.68
26404.35,26404.35,0
26431.08,26431.08,0
26431.62,25828.03,603.59
26431.72,26431.72,0
26431.72,26431.72,0
26434.87,26392.87,42
26435.92,26313.84,122.08
26440.2,26440.2,0
26447.21,26248.27,198.94
26450.27,24495.48,1954.79
26454.17,26454.17,0
26454.92,26454.92,0
26457.41,11446.25,15011.16
26459.75,26240.72,219.03
26460.02,26460.02,0
26464.29,25335.03,1129.26
26464.43,26464.43,0
26480.27,26400.84,79.43
26480.53,26202.24,278.29
26495.19,26495.19,0
26501.3,26501.3,0
26501.41,26501.41,0
26503.78,26422.86,80.92
26513.87,25505.04,1008.83
26514.69,26514.69,0
26522.67,26522.67,0
26527.33,26279.59,247.74
26538.69,26499.72,38.97
26545.14,26483,62.14
26546.05,26282.17,263.88
26550.94,26322.07,228.87
26557.84,26503.84,54
26562.96,26469.73,93.23
26563.77,24647.18,1916.59
26563.88,26336.67,227.21
26593.48,25152.97,1440.51
26623.21,26623.21,0
26623.21,26623.21,0
26627.5,26583.63,43.87
26636.73,25874.4,762.33
26642.2,26642.2,0
26642.61,26525.47,117.14
26643.28,22945.83,3697.45
26649.75,26300.63,349.12
26657.58,25977.76,679.82
26658.8,26222.16,436.64
26672.72,25648.32,1024.4
26673.68,26615.3,58.38
26676.9,25823.89,853.01
26679.33,12913.86,13765.47
26680.57,26651.11,29.46
26680.7,26680.7,0
26689.08,26572.34,116.74
26690.35,26690.35,0
26690.57,26258.57,432
26692.21,26470.21,222
26695.51,26695.51,0
26697.4,26536.36,161.04
26702.51,26390.41,312.1
26714.89,26602.39,112.5
26722.5,26387.89,334.61
26723.56,26723.56,0
26737.18,21017.12,5720.06
26745.39,23566.29,3179.1
26745.39,23566.29,3179.1
26749.91,5934.79,20815.12
26750,26249.43,500.57
26754.86,26559.71,195.15
26767.92,26734.92,33
26776.62,26776.62,0
26776.62,26776.62,0
26781.15,26088.45,692.7
26783.03,23441.2,3341.83
26783.19,20641.37,6141.82
26787.04,25599.6,1187.44
26795.88,26773.58,22.3
26798.63,26798.63,0
26804.16,26741.25,62.91
26804.2,26344.02,460.18
26812.8,25014.26,1798.54
26814.31,26742.31,72
26821.5,26821.5,0
26828.46,6809.53,20018.93
26841.35,26593.94,247.41
26842.19,25913.82,928.37
26849.23,26778.23,71
26855.82,26775.12,80.7
26859.82,26798.14,61.68
26863.91,26863.91,0
26864.41,26328.12,536.29
26865.65,26865.65,0
26868.77,22972.11,3896.66
26877.44,26877.44,0
26894.36,26894.36,0
26899.91,25125.56,1774.35
26905.36,26905.36,0
26906.47,26154.54,751.93
26918.53,26531.66,386.87
26918.53,26531.66,386.87
26921.31,26921.31,0
26922.53,26249.22,673.31
26924.1,26703.89,220.21
26925.37,26925.37,0
26927.96,23114.37,3813.59
26930.16,26878.56,51.6
26930.86,26930.86,0
26931.15,26819.05,112.1
26941.77,26904.59,37.18
26957.78,26957.78,0
26959.75,26959.75,0
26959.75,26959.75,0
26961.14,26279.68,681.46
26964.09,26465.84,498.25
26964.13,26964.13,0
26981.99,26619.86,362.13
26984.56,25208.43,1776.13
26994.84,26943.85,50.99
26996.68,26176.96,819.72
27005.27,26982.6,22.67
27010.97,27010.97,0
27013.18,25645.18,1368
27014.6,27014.6,0
27015.64,26594.54,421.1
27017.54,26942.54,75
27022.9,24679.31,2343.59
27041.44,26409.71,631.73
27041.47,26833.58,207.89
27054.45,27054.45,0
27054.98,26712.2,342.78
27056.91,27056.91,0
27057,26890,167
27061.72,25472.87,1588.85
27065.49,27065.49,0
27067.63,27067.63,0
27068.23,26782.29,285.94
27070.72,27050.72,20
27076.87,26457.41,619.46
27078.95,26083.26,995.69
27080.18,26607.41,472.77
27080.94,26990.64,90.3
27087.54,26117.02,970.52
27090.21,26910.09,180.12
27097.35,27097.35,0
27100.61,27054.22,46.39
27101.51,27056.14,45.37
27101.65,27101.65,0
27111.22,27111.22,0
27123.81,27068.68,55.13
27131.13,27131.13,0
27134.22,27134.22,0
27142.48,27142.48,0
27145.46,27058.86,86.6
27146.23,27146.23,0
27152.36,27051.39,100.97
27153.12,27153.12,0
27153.35,27153.35,0
27158.12,26677.44,480.68
27159.38,26387.03,772.35
27159.38,26387.03,772.35
27161.52,27161.52,0
27172.52,27148.6,23.92
27181.09,26814.89,366.2
27182.85,22121.04,5061.81
27183.82,27066.26,117.56
27191.78,27191.78,0
27197.28,26852.81,344.47
27198.84,27198.84,0
27200.3,27200.3,0
27201.15,27200.48,0.67
27203.99,25903.55,1300.44
27216.27,26277.19,939.08
27227.22,27206.6,20.62
27234.75,26058.29,1176.46
27236.67,26957.66,279.01
27245.91,27245.91,0
27247.15,27160.19,86.96
27251,26942,309
27252.98,27237.7,15.28
27259.27,24415.89,2843.38
27277.34,26261.86,1015.48
27281,27281,0
27286.51,27286.51,0
27289.24,24410.57,2878.67
27301.56,27244.56,57
27303.98,26394.91,909.07
27306.08,27159.98,146.1
27307.62,27307.62,0
27311.81,27311.81,0
27321.34,27321.34,0
27323.48,25566.95,1756.53
27336.02,26948.4,387.62
27353.46,27353.46,0
27355.25,27355.25,0
27356.51,27356.51,0
27364.19,20420.24,6943.95
27365.65,27272.65,93
27370.05,27063.91,306.14
27372.15,27372.15,0
27374.84,25603.57,1771.27
27381.38,27292.69,88.69
27386.48,25930.74,1455.74
27395.97,27375.19,20.78
27401.98,27401.98,0
27404.54,26140.69,1263.85
27405.18,25948.74,1456.44
27420.83,27254.43,166.4
27434.54,27152.58,281.96
27447.36,27447.36,0
27450.57,27450.57,0
27452.82,26604.8,848.02
27459.61,27452.01,7.6
27461.38,27461.38,0
27466.3,27399.21,67.09
27473.81,27395.96,77.85
27475.5,27475.5,0
27476.94,27476.94,0
27478.98,27416.35,62.63
27479.25,24969.13,2510.12
27482.04,27482.04,0
27486.86,26592.74,894.12
27494.75,26996.51,498.24
27501.75,26242.27,1259.48
27502.7,23578.09,3924.61
27507.64,26405.27,1102.37
27509.01,27509.01,0
27510.93,24012.63,3498.3
27511.83,26433.87,1077.96
27520.22,27520.22,0
27527.79,27527.79,0
27537.56,27536.56,1
27537.62,27537.62,0
27543.94,27543.94,0
27563.39,27563.39,0
27564.36,27540.94,23.42
27564.44,27009.57,554.87
27570.58,27568.19,2.39
27573.61,27447.7,125.91
27577.25,25536.09,2041.16
27581.95,27134.25,447.7
27589.15,27074.64,514.51
27589.2,27303.19,286.01
27589.96,27345.39,244.57
27596.31,22278.29,5318.02
27601.37,27601.37,0
27601.87,27601.87,0
27602.61,26291.68,1310.93
27616.08,27616.08,0
27616.08,27616.08,0
27626.07,26032.35,1593.72
27627.4,27564.4,63
27632.55,27240.41,392.14
27633.64,26130.09,1503.55
27635.7,24754.13,2881.57
27646.96,27646.96,0
27647.08,27220.35,426.73
27652.18,27652.18,0
27652.8,27289.91,362.89
27671.58,24404.57,3267.01
27682.72,27528.45,154.27
27683.95,27660.23,23.72
27686.14,27254.34,431.8
27686.5,27686.5,0
27689.04,27433.82,255.22
27693.65,27594.94,98.71
27696.28,26433.29,1262.99
27697.91,27211.45,486.46
27697.91,27211.45,486.46
27706.96,27220.02,486.94
27707.28,27394.88,312.4
27712.59,25986.95,1725.64
27718.81,26892.36,826.45
27724.51,27039.55,684.96
27726.83,27726.83,0
27735.25,27122.36,612.89
27740.92,27504.92,236
27746.74,27746.74,0
27746.93,27746.93,0
27748.69,27748.69,0
27752.29,27744.82,7.47
27755.55,27518.83,236.72
27756.4,27596.87,159.53
27758.87,27758.87,0
27766.05,25866.72,1899.33
27767.66,25820.09,1947.57
27770.1,27540.16,229.94
27772.34,27313.16,459.18
27781.84,26263.35,1518.49
27782.51,27764.51,18
27787.85,25855.64,1932.21
27789.98,27789.98,0
27802.09,27422.87,379.22
27814.89,27814.89,0
27816.57,27719.59,96.98
27816.75,27692.84,123.91
27824.48,25537.93,2286.55
27828.27,27776.45,51.82
27838.76,27202.76,636
27847.25,27847.25,0
27852.02,27125.45,726.57
27861.61,27195.78,665.83
27861.61,27195.78,665.83
27869.45,27692.45,177
27876.49,22446.35,5430.14
27877.3,24921.4,2955.9
27884.98,27800.56,84.42
27886.15,27588.27,297.88
27887.59,27803.06,84.53
27903.7,27903.7,0
27904.24,27617.12,287.12
27904.83,27904.83,0
27905.4,27905.4,0
27910.4,27243.55,666.85
27911.83,27536.43,375.4
27922.17,27922.17,0
27923.21,26854.9,1068.31
27927.2,27728.96,198.24
27928.85,27928.85,0
27931.96,27766.66,165.3
27945.24,27101.88,843.36
27947.31,27133.11,814.2
27952.73,27952.73,0
27953.16,27853.16,100
27955,27821.51,133.49
27957.8,27957.8,0
27958.07,27927.43,30.64
27960.95,19769.95,8191
27963.63,27669.07,294.56
27968.41,26996.35,972.06
27970.13,26654.6,1315.53
27970.18,26903.22,1066.96
27973.06,27973.06,0
27975.92,1725,26250.92
27986.28,27913.32,72.96
27989.57,26373.77,1615.8
27998.71,27998.71,0
28002.89,27690.47,312.42
28007.75,28007.75,0
28010.32,27594.84,415.48
28016.96,27656.18,360.78
28019.09,27972.95,46.14
28020.37,28020.37,0
28025.37,28025.37,0
28026.02,27885.13,140.89
28027.24,27389.7,637.54
28028.4,27965.63,62.77
28044.09,27473.89,570.2
28044.37,25777.85,2266.52
28046.31,28046.31,0
28048.52,23845.37,4203.15
28054.32,27717.66,336.66
28056.91,28056.91,0
28074.75,26161.27,1913.48
28077.24,27553.96,523.28
28077.87,27069.77,1008.1
28089.33,28089.33,0
28089.33,28089.33,0
28107.07,27728.76,378.31
28109.09,22245.65,5863.44
28111.49,28111.49,0
28119.1,28119.1,0
28119.29,27069.06,1050.23
28128.15,27676.3,451.85
28128.33,28092,36.33
28130.36,27998.66,131.7
28131.78,27932.58,199.2
28134.98,27925.27,209.71
28137.25,28103.8,33.45
28142.06,28137.06,5
28146.03,27753.03,393
28150.07,28150.07,0
28155.99,27240.52,915.47
28161.7,27961.82,199.88
28166.5,28166.5,0
28173.63,26864.08,1309.55
28175,25165.33,3009.67
28192.61,27572.56,620.05
28193.32,27642.29,551.03
28195.02,27646.79,548.23
28196.19,28196.19,0
28207.85,17756.48,10451.37
28208.61,28133.18,75.43
28219.66,28219.66,0
28223.96,28223.96,0
28227.26,28123.97,103.29
28228.6,28204.68,23.92
28234.62,28224.59,10.03
28236.24,27839.7,396.54
28239.3,18921,9318.3
28242.59,28150.52,92.07
28245.4,27393.38,852.02
28246.2,28177.2,69
28255.17,28199.03,56.14
28262.73,28262.73,0
28292.69,27954.61,338.08
28293.77,28286.77,7
28294.68,26749.36,1545.32
28296.94,28119.94,177
28310.15,28118.15,192
28310.18,27970.6,339.58
28312.6,27711.94,600.66
28329.31,28139.53,189.78
28346.41,26973.24,1373.17
28348.53,27771.53,577
28350.33,28289.27,61.06
28357.64,28231.21,126.43
28360.93,28360.93,0
28364.86,28364.86,0
28365.48,27856.98,508.5
28368.82,28148.44,220.38
28374.94,28132.35,242.59
28375.2,27113.2,1262
28377.54,28377.54,0
28378.23,28378.23,0
28379.35,8325.61,20053.74
28380.57,25857.77,2522.8
28381.23,28109.26,271.97
28383.32,28383.32,0
28391.84,27739.94,651.9
28404.12,27792.61,611.51
28416.67,28373.83,42.84
28420.37,26723.47,1696.9
28428.82,25990.47,2438.35
28429.76,26914.91,1514.85
28430.72,28135.18,295.54
28430.83,28258.77,172.06
28436.87,28161.45,275.42
28443.23,28227.12,216.11
28451.84,28352.68,99.16
28469.31,28452.96,16.35
28476.06,27302.63,1173.43
28478.74,28478.74,0
28492.07,28492.07,0
28494.86,28115.6,379.26
28499.17,28343.76,155.41
28506.63,28506.63,0
28516.27,28137.3,378.97
28517.25,28458.64,58.61
28526.98,27844.23,682.75
28535.68,27947.07,588.61
28535.97,28517.97,18
28536.3,23046.9,5489.4
28541.09,28541.09,0
28542.73,28542.73,0
28545.36,27522.9,1022.46
28550.05,28550.05,0
28553.7,28521.01,32.69
28553.7,28521.01,32.69
28566.68,28560.87,5.81
28574.46,20542.6,8031.86
28574.74,28574.74,0
28575.94,21109.61,7466.33
28582.72,28538.14,44.58
28583.92,27779.17,804.75
28587.76,28198.72,389.04
28590.64,28590.64,0
28591.31,28371.02,220.29
28597.41,26763.89,1833.52
28608.42,28608.42,0
28619,28076.4,542.6
28619.57,28564.82,54.75
28625.6,22586.84,6038.76
28628.17,28617.17,11
28629.74,28042.5,587.24
28633.04,27829.17,803.87
28633.57,28422.72,210.85
28667.4,19443.83,9223.57
28667.61,28154.55,513.06
28668.81,28668.81,0
28675.03,28574.89,100.14
28692.27,28164.52,527.75
28694.49,23444.63,5249.86
28700.09,28578.59,121.5
28702.85,19463.79,9239.06
28705.4,28705.4,0
28705.96,27602.73,1103.23
28708.94,27871.67,837.27
28720.24,28105.93,614.31
28722.73,27353.59,1369.14
28725.58,27985.59,739.99
28727.51,28727.51,0
28732.85,24669.18,4063.67
28733.79,28733.79,0
28735.69,27360.08,1375.61
28748.55,28748.55,0
28750.42,27724.4,1026.02
28757.84,23568.59,5189.25
28769.56,23128.31,5641.25
28779.54,28351.91,427.63
28781.18,28781.18,0
28792.74,28356.42,436.32
28793.71,28789.26,4.45
28796.73,28793.73,3
28802.48,28353.75,448.73
28815.88,28815.88,0
28818.69,28818.69,0
28820.35,28820.35,0
28821.41,28310.9,510.51
28822.01,26240.68,2581.33
28834.03,28834.03,0
28843.63,28492.52,351.11
28845.1,28845.1,0
28850.27,27735.34,1114.93
28851.01,22599.18,6251.83
28868.12,28341.2,526.92
28868.74,28868.74,0
28868.74,28868.74,0
28873.9,28639.58,234.32
28875.02,28599.93,275.09
28884.44,28884.44,0
28891.9,18413.75,10478.15
28893.22,28893.22,0
28897.64,28897.64,0
28899.63,28899.63,0
28916.7,28851.79,64.91
28917.61,21477.66,7439.95
28923.99,28200.1,723.89
28928.55,28799.73,128.82
28931.92,28208.14,723.78
28939.03,28633.91,305.12
28947.97,28562.54,385.43
28952.14,28952.14,0
28955.31,28955.31,0
28958.38,28958.38,0
28960.82,28960.82,0
28986.83,28392.07,594.76
28987.46,27646.72,1340.74
28987.83,28987.83,0
28989.55,27533.87,1455.68
28991.15,28806.84,184.31
28992.72,28992.72,0
28995.47,28183.48,811.99
29000.67,29000.67,0
29004.28,28830.42,173.86
29013.02,28145.36,867.66
29022.59,28783.17,239.42
29039.08,26567.28,2471.8
29045.22,28610.46,434.76
29046.66,29046.66,0
29051.37,21437.69,7613.68
29054.44,29054.44,0
29056.62,28481.22,575.4
29061.12,28636.57,424.55
29070.48,29070.48,0
29074.56,29059.56,15
29076.06,27594.4,1481.66
29077.65,28519.12,558.53
29081.21,179.92,28901.29
29082.97,29082.97,0
29088.01,28873.89,214.12
29100.85,29048.84,52.01
29101.08,26445.67,2655.41
29117.85,28854.3,263.55
29126.56,27947.06,1179.5
29144.62,28886.36,258.26
29152.03,29141.03,11
29158.65,29140.65,18
29161.41,27324.1,1837.31
29177.66,29132.46,45.2
29179.09,28987.69,191.4
29184.16,29168.43,15.73
29184.29,29123.29,61
29187.11,29187.11,0
29193.72,28914.08,279.64
29198.51,29198.51,0
29202.44,29202.44,0
29203.33,28936.05,267.28
29219.58,27906.24,1313.34
29225.17,25923.16,3302.01
29229.15,28992.61,236.54
29256.64,29256.64,0
29260.17,29168.12,92.05
29263.46,29152.62,110.84
29266.42,28772.52,493.9
29271.81,27156.96,2114.85
29276.46,28259.93,1016.53
29281.03,29270.3,10.73
29287.3,28544.37,742.93
29288.19,29174.08,114.11
29290.48,29044.2,246.28
29295.62,26237.7,3057.92
29297.62,28902.48,395.14
29298.19,29298.19,0
29299.7,27832.99,1466.71
29318.45,29294.56,23.89
29318.56,28793.34,525.22
29319.83,29136.48,183.35
29324.46,29324.46,0
29327.59,29327.59,0
29327.83,29089.62,238.21
29329.75,26668.58,2661.17
29331.22,28432.76,898.46
29342.5,29284.17,58.33
29348.05,29150.85,197.2
29349.51,29221.25,128.26
29360.34,28899.45,460.89
29376.09,25388.27,3987.82
29376.26,29127.26,249
29378.47,28930.33,448.14
29380.51,29380.51,0
29397.7,29397.7,0
29402.28,29046.53,355.75
29406.38,29406.38,0
29407.83,29312.93,94.9
29411.34,29256.59,154.75
29411.96,28891.01,520.95
29412.8,28997.79,415.01
29431.24,28880.85,550.39
29433.24,29433.24,0
29452.61,28950.06,502.55
29477.58,29374.14,103.44
29495.01,29051.78,443.23
29495.8,29495.8,0
29498.41,28497.59,1000.82
29500.25,29359.58,140.67
29501.49,26496.31,3005.18
29506.31,29306.56,199.75
29514.66,28216.54,1298.12
29522.03,29412.91,109.12
29522.12,27779.05,1743.07
29523.72,28971.59,552.13
29527.02,23016.02,6511
29531.41,29512.97,18.44
29532.4,28684.67,847.73
29536.22,29536.22,0
29554.01,29537.13,16.88
29594.06,28779.03,815.03
29595.52,29571.52,24
29595.61,29179.89,415.72
29595.61,29179.89,415.72
29597.02,27806.64,1790.38
29602.48,29398.46,204.02
29612.42,29612.42,0
29618.13,26272.77,3345.36
29622.5,29197.14,425.36
29625.97,29022.53,603.44
29628.86,29628.86,0
29629.73,29629.73,0
29630.34,29471.34,159
29635.59,29560.63,74.96
29637.28,29637.28,0
29639.62,29618.22,21.4
29639.93,28047.77,1592.16
29651.39,29246.44,404.95
29687.28,29681.28,6
29690.33,28247.38,1442.95
29694.8,29694.8,0
29697.95,27628.13,2069.82
29703.32,23285.59,6417.73
29707.34,26917.75,2789.59
29711.21,29689.21,22
29718.68,29685.61,33.07
29722.36,28763.12,959.24
29722.68,18363.89,11358.79
29726.17,19222.76,10503.41
29729.33,29479.67,249.66
29732.86,29675.58,57.28
29759,29516.56,242.44
29763.83,29248.63,515.2
29773.82,29399.27,374.55
29778.72,26875.02,2903.7
29779.36,29779.36,0
29782.92,29742.22,40.7
29782.92,29742.22,40.7
29782.92,29742.22,40.7
29789.34,28916.72,872.62
29796.66,29681.09,115.57
29805.33,28984.55,820.78
29806.7,29806.7,0
29828.02,29196.91,631.11
29828.44,29828.44,0
29828.69,28547.39,1281.3
29832.86,29007.74,825.12
29841.78,29841.78,0
29842.6,29842.6,0
29848.42,29323.46,524.96
29853.51,29531.87,321.64
29859.06,29781.66,77.4
29860.55,29788.15,72.4
29866.47,29024.93,841.54
29866.83,29778.99,87.84
29866.95,29614.72,252.23
29867.05,29844.83,22.22
29869.07,29739.19,129.88
29870.59,29844.59,26
29875.03,28857.91,1017.12
29876.43,29876.43,0
29877.92,29877.92,0
29879.03,29695.83,183.2
29881.99,29730.17,151.82
29885.23,26415.61,3469.62
29888.61,29885.61,3
29892.01,28913.97,978.04
29899.41,29427.42,471.99
29900.28,29787.34,112.94
29906.43,29432.11,474.32
29909.35,29258.76,650.59
29916.8,29916.8,0
29917.82,29679.23,238.59
29922.02,29904.29,17.73
29924.2,29924.2,0
29927.51,29860.44,67.07
29936.8,29158.6,778.2
29938.05,28799.71,1138.34
29946.35,29946.35,0
29951.17,28266.58,1684.59
29951.98,25058.81,4893.17
29952.83,27951.38,2001.45
29956.41,29518.12,438.29
29958.25,29731.04,227.21
29964.09,29964.09,0
29971.94,29962.03,9.91
29975.99,28270.72,1705.27
29980.26,29980.26,0
29990.02,29968.49,21.53
29991.22,29886.11,105.11
29997.19,29950.66,46.53
29997.19,29950.66,46.53
29997.19,29950.66,46.53
30003.07,29534.45,468.62
30018.1,30018.1,0
30024.23,21957.07,8067.16
30026.94,29875.76,151.18
30036.47,30005.56,30.91
30040.06,30016.47,23.59
30049.36,30049.36,0
30054.21,30021.26,32.95
30056.49,29371.26,685.23
30059.53,30059.53,0
30067.32,30067.32,0
30068.63,30047.22,21.41
30071.3,21575.65,8495.65
30090.52,30084.51,6.01
30092.3,28909.66,1182.64
30092.78,30017.48,75.3
30109.99,29746.99,363
30119.82,29785.91,333.91
30131.27,30131.27,0
30136.97,30136.97,0
30137.21,29941.46,195.75
30137.26,30137.26,0
30138.23,30138.23,0
30158.46,30158.46,0
30159.51,30159.51,0
30176.13,30176.13,0
30176.86,29996.36,180.5
30191.04,28554.25,1636.79
30199.95,30079.36,120.59
30224.69,30105.21,119.48
30232.22,29981.45,250.77
30233.5,30215.06,18.44
30238.44,30238.44,0
30262.84,30262.84,0
30265.72,30265.72,0
30265.98,30265.98,0
30276.55,24937.24,5339.31
30279.45,29270.21,1009.24
30296.03,30153.43,142.6
30296.46,30296.46,0
30326.71,28684.34,1642.37
30334.29,30334.29,0
30334.29,30334.29,0
30334.92,29209.22,1125.7
30339.72,30339.72,0
30345.44,30345.44,0
30355.23,30355.23,0
30355.23,30355.23,0
30357.97,25983.44,4374.53
30360.41,26156.16,4204.25
30367.36,30263.19,104.17
30371.87,29459.79,912.08
30381.5,28607.94,1773.56
30386.46,30189.96,196.5
30399.28,30263.02,136.26
30399.44,30399.44,0
30402.26,29663.95,738.31
30415.57,29234.87,1180.7
30419.66,29534.07,885.59
30423.22,30423.22,0
30447.16,28673.07,1774.09
30451.31,29847.23,604.08
30454.48,30078.1,376.38
30457.88,30449.17,8.71
30463.77,30463.77,0
30465.15,25817.78,4647.37
30465.26,30459.58,5.68
30468.8,30207.73,261.07
30475.31,19258.54,11216.77
30476.54,30112.91,363.63
30487.76,30353.87,133.89
30489.32,30487.27,2.05
30490.57,30331.9,158.67
