total,amt1,amt2
67.18,67.18,0
67.21,67.21,0
67.22,67.22,0
67.22,67.22,0
67.24,67.24,0
67.25,60.25,7
67.29,67.29,0
67.33,17.23,50.1
67.35,67.35,0
67.4,61.4,6
67.4,67.4,0
67.45,67.45,0
67.47,40.47,27
67.47,67.47,0
67.48,55.48,12
67.51,67.51,0
67.53,64.83,2.7
67.6,67.6,0
67.7,67.7,0
67.7,67.7,0
67.71,67.71,0
67.75,65.75,2
67.76,67.76,0
67.82,67.82,0
67.86,67.86,0
67.87,59.75,8.12
67.87,59.75,8.12
67.91,39.89,28.02
67.91,55.91,12
67.94,67.94,0
67.95,67.95,0
68,68,0
68,68,0
68,68,0
68.01,38.01,30
68.06,68.06,0
68.07,52.57,15.5
68.07,68.07,0
68.07,68.07,0
68.08,67.08,1
68.08,68.08,0
68.09,53.09,15
68.2,68.2,0
68.2,68.2,0
68.25,68.25,0
68.26,68.26,0
68.27,68.27,0
68.32,68.32,0
68.35,68.35,0
68.41,68.41,0
68.44,68.44,0
68.45,68.45,0
68.47,55.47,13
68.5,68.5,0
68.5,68.5,0
68.54,63.54,5
68.61,59.61,9
68.63,54.63,14
68.63,54.63,14
68.64,64.64,4
68.64,68.64,0
68.65,68.65,0
68.68,68.68,0
68.71,68.71,0
68.72,68.72,0
68.73,68.73,0
68.77,55.77,13
68.78,68.78,0
68.8,47.8,21
68.8,68.8,0
68.81,68.81,0
68.84,40.84,28
68.85,68.85,0
68.88,68.88,0
68.93,68.93,0
68.96,68.96,0
68.96,68.96,0
68.97,64.97,4
69,15,54
69.02,69.02,0
69.03,69.03,0
69.03,69.03,0
69.04,68.54,0.5
69.07,69.07,0
69.11,69.11,0
69.21,69.21,0
69.28,63.28,6
69.33,69.33,0
69.33,69.33,0
69.36,45.36,24
69.37,69.37,0
69.37,69.37,0
69.41,69.41,0
69.42,69.42,0
69.43,60.25,9.18
69.44,69.44,0
69.44,69.44,0
69.52,69.52,0
69.56,69.56,0
69.58,69.58,0
69.6,69.6,0
69.62,69.62,0
69.63,69.63,0
69.72,49.72,20
69.75,69.75,0
69.8,69.8,0
69.81,69.81,0
69.87,69.87,0
69.91,69.91,0
69.98,69.98,0
70,70,0
70.06,70.06,0
70.07,70.07,0
70.08,70.08,0
70.28,70.28,0
70.42,59.42,11
70.42,70.42,0
70.49,51.73,18.76
70.49,70.49,0
70.52,70.52,0
70.54,42.54,28
70.58,70.58,0
70.59,70.59,0
70.65,70.65,0
70.7,70.7,0
70.75,70.75,0
70.77,22.77,48
70.8,70.8,0
70.8,70.8,0
70.81,70.81,0
70.84,70.84,0
70.85,70.85,0
70.94,70.94,0
70.96,70.31,0.65
71,71,0
71.02,71.02,0
71.05,70.05,1
71.07,71.07,0
71.08,71.08,0
71.1,71.1,0
71.15,71.15,0
71.18,71.18,0
71.19,71.19,0
71.21,28.16,43.05
71.26,63.26,8
71.28,69.55,1.73
71.28,70.28,1
71.33,71.33,0
71.35,71.35,0
71.37,56.37,15
71.37,71.37,0
71.42,71.42,0
71.43,71.43,0
71.44,61.13,10.31
71.44,71.44,0
71.45,68.87,2.58
71.54,66.54,5
71.55,71.55,0
71.55,71.55,0
71.6,71.6,0
71.65,71.65,0
71.68,70.18,1.5
71.69,59.96,11.73
71.69,71.69,0
71.71,71.71,0
71.73,56.73,15
71.75,67.25,4.5
71.76,52.76,19
71.79,66.49,5.3
71.81,71.81,0
71.83,71.83,0
71.92,71.92,0
71.96,71.96,0
71.96,71.96,0
71.98,42.98,29
72,54,18
72,72,0
72,72,0
72.02,45.02,27
72.03,61.53,10.5
72.03,72.03,0
72.03,72.03,0
72.05,72.05,0
72.06,60.38,11.68
72.08,72.08,0
72.09,72.09,0
72.09,72.09,0
72.13,72.13,0
72.15,72.15,0
72.16,72.16,0
72.18,72.18,0
72.18,72.18,0
72.21,72.21,0
72.23,72.23,0
72.24,72.24,0
72.26,72.26,0
72.26,72.26,0
72.3,72.3,0
72.34,72.34,0
72.36,68.36,4
72.36,68.36,4
72.4,72.4,0
72.5,36.5,36
72.51,72.51,0
72.51,72.51,0
72.52,67.02,5.5
72.52,72.52,0
72.53,53.53,19
72.53,72.53,0
72.54,72.54,0
72.54,72.54,0
72.54,72.54,0
72.63,72.63,0
72.63,72.63,0
72.65,72.65,0
72.74,72.74,0
72.81,72.81,0
72.81,72.81,0
72.83,36.83,36
72.84,68.84,4
72.87,72.87,0
72.9,72.9,0
72.9,72.9,0
72.9,72.9,0
72.92,61.32,11.6
72.93,66.93,6
72.99,72.99,0
73.06,73.06,0
73.07,65.07,8
73.08,70.63,2.45
73.09,55.59,17.5
73.12,73.12,0
73.19,73.19,0
73.2,73.2,0
73.21,73.21,0
73.21,73.21,0
73.25,73.25,0
73.32,67.32,6
73.32,73.32,0
73.47,73.47,0
73.47,73.47,0
73.5,67.5,6
73.55,73.55,0
73.56,73.56,0
73.57,73.57,0
73.58,68.58,5
73.63,73.63,0
73.68,73.68,0
73.69,73.69,0
73.74,73.74,0
73.81,73.81,0
73.83,73.83,0
73.85,73.85,0
73.86,72.86,1
73.93,73.93,0
73.99,73.99,0
74,66.08,7.92
74,71.1,2.9
74,71.1,2.9
74,74,0
74.02,74.02,0
74.03,74.03,0
74.09,74.09,0
74.16,74.16,0
74.17,74.17,0
74.17,74.17,0
74.2,74.2,0
74.23,74.23,0
74.3,74.3,0
74.31,74.31,0
74.33,74.33,0
74.37,74.37,0
74.39,74.39,0
74.44,67.44,7
74.46,73.46,1
74.46,74.46,0
74.54,53.54,21
74.59,74.59,0
74.69,74.69,0
74.69,74.69,0
74.69,74.69,0
74.7,68.7,6
74.72,74.72,0
74.73,74.73,0
74.75,65.75,9
74.81,74.81,0
74.86,74.86,0
74.88,74.88,0
74.89,68.24,6.65
74.92,74.92,0
74.93,74.93,0
74.94,74.94,0
74.97,74.97,0
75,75,0
75.1,75.1,0
75.17,75.17,0
75.18,75.18,0
75.19,72.11,3.08
75.24,75.24,0
75.26,75.26,0
75.27,45.57,29.7
75.27,75.27,0
75.28,75.28,0
75.32,75.32,0
75.35,75.35,0
75.35,75.35,0
75.43,75.43,0
75.44,70.94,4.5
75.44,75.44,0
75.45,75.45,0
75.47,75.47,0
75.55,69.55,6
75.55,75.55,0
75.62,75.62,0
75.66,75.66,0
75.7,75.7,0
75.71,75.71,0
75.74,75.74,0
75.75,75.75,0
75.78,75.78,0
75.79,60.79,15
75.8,75.79,0.01
75.8,75.8,0
75.8,75.8,0
75.87,75.87,0
75.9,72.9,3
75.92,75.92,0
75.93,75.93,0
75.93,75.93,0
75.97,75.97,0
75.98,55.98,20
75.98,75.98,0
75.98,75.98,0
76,76,0
76,76,0
76.06,76.06,0
76.11,76.11,0
76.14,76.14,0
76.16,76.16,0
76.17,64.17,12
76.18,76.18,0
76.19,76.19,0
76.22,76.22,0
76.26,76.26,0
76.3,76.3,0
76.34,76.34,0
76.37,43.03,33.34
76.37,60.37,16
76.41,76.41,0
76.44,76.44,0
76.45,71.95,4.5
76.45,76.45,0
76.46,76.46,0
76.5,76.5,0
76.55,55.55,21
76.57,76.57,0
76.58,76.22,0.36
76.68,76.68,0
76.68,76.68,0
76.79,76.79,0
76.8,74.57,2.23
76.8,76.8,0
76.86,76.86,0
76.91,60.6,16.31
76.91,76.91,0
76.92,68.92,8
76.96,67.96,9
76.97,76.97,0
76.98,75.48,1.5
77,77,0
77.03,77.03,0
77.03,77.03,0
77.03,77.03,0
77.06,77.06,0
77.06,77.06,0
77.08,77.08,0
77.1,74.6,2.5
77.12,35.12,42
77.15,77.15,0
77.16,77.16,0
77.17,77.17,0
77.18,77.18,0
77.24,77.24,0
77.26,76.26,1
77.26,77.26,0
77.33,77.33,0
77.36,77.36,0
77.39,77.39,0
77.41,77.41,0
77.43,72.48,4.95
77.5,71.5,6
77.5,77.5,0
77.53,68.53,9
77.53,75.53,2
77.54,77.54,0
77.59,77.59,0
77.61,77.61,0
77.62,77.62,0
77.66,77.66,0
77.71,77.71,0
77.71,77.71,0
77.77,77.77,0
77.95,73.95,4
77.96,77.96,0
77.98,77.98,0
77.99,77.99,0
78,78,0
78.03,42.03,36
78.03,78.03,0
78.04,78.04,0
78.27,70.27,8
78.28,42.28,36
78.28,78.28,0
78.29,78.29,0
78.29,78.29,0
78.3,78.3,0
78.31,78.31,0
78.32,62.39,15.93
78.32,76.32,2
78.33,73.33,5
78.33,76.33,2
78.38,78.38,0
78.39,78.39,0
78.42,78.42,0
78.48,75.48,3
78.52,76.52,2
78.55,78.55,0
78.56,78.56,0
78.56,78.56,0
78.57,78.57,0
78.57,78.57,0
78.59,66.59,12
78.61,78.61,0
78.61,78.61,0
78.64,68.64,10
78.66,78.66,0
78.68,74.68,4
78.72,72.72,6
78.72,74.72,4
78.74,69.74,9
78.75,39.75,39
78.75,39.75,39
78.75,78.75,0
78.77,60.77,18
78.84,78.84,0
78.88,78.88,0
78.98,78.98,0
79,72.04,6.96
79,79,0
79.1,79.1,0
79.11,70.11,9
79.13,79.13,0
79.14,76.42,2.72
79.15,61.15,18
79.19,79.19,0
79.24,79.24,0
79.28,70.28,9
79.29,75.2,4.09
79.3,79.3,0
79.31,66.82,12.49
79.35,79.06,0.29
79.35,79.35,0
79.4,79.4,0
79.41,79.41,0
79.43,79.43,0
79.44,79.44,0
79.44,79.44,0
79.5,72.5,7
79.5,79.5,0
79.53,79.53,0
79.55,79.55,0
79.57,73.57,6
79.57,79.57,0
79.6,75.6,4
79.6,79.6,0
79.61,79.61,0
79.62,79.62,0
79.62,79.62,0
79.64,79.64,0
79.65,79.65,0
79.67,79.67,0
79.68,54.68,25
79.7,79.7,0
79.7,79.7,0
79.71,79.71,0
79.71,79.71,0
79.72,79.72,0
79.72,79.72,0
79.76,73.76,6
79.76,79.76,0
79.8,47.8,32
79.81,77.81,2
79.84,79.84,0
79.89,79.89,0
79.91,79.91,0
79.94,67.94,12
79.95,79.95,0
79.95,79.95,0
79.96,79.96,0
80.02,44.02,36
80.04,80.04,0
80.06,75.06,5
80.07,77.43,2.64
80.08,80.08,0
80.08,80.08,0
80.1,80.1,0
80.18,80.18,0
80.2,80.2,0
80.21,80.21,0
80.21,80.21,0
80.23,80.23,0
80.24,80.24,0
80.27,71.77,8.5
80.33,80.33,0
80.36,68.36,12
80.36,80.36,0
80.38,80.38,0
80.4,68.4,12
80.42,77.42,3
80.42,80.42,0
80.47,80.47,0
80.49,79.11,1.38
80.49,80.49,0
80.49,80.49,0
80.5,80.5,0
80.54,80.54,0
80.57,78.89,1.68
80.57,80.57,0
80.6,80.6,0
80.64,80.64,0
80.67,80.67,0
80.69,62.69,18
80.7,80.7,0
80.71,80.71,0
80.73,80.73,0
80.73,80.73,0
80.76,79.26,1.5
80.77,80.77,0
80.8,54.51,26.29
80.85,80.85,0
80.86,80.86,0
80.9,80.9,0
80.92,80.92,0
80.98,80.98,0
81,81,0
81,81,0
81,81,0
81.02,81.02,0
81.07,75.07,6
81.09,81.09,0
81.1,81.1,0
81.11,81.11,0
81.12,47.12,34
81.12,77.12,4
81.12,81.12,0
81.16,81.16,0
81.17,81.17,0
81.19,81.19,0
81.32,79.94,1.38
81.32,81.32,0
81.33,81.33,0
81.33,81.33,0
81.33,81.33,0
81.36,81.36,0
81.42,81.28,0.14
81.44,77.44,4
81.45,81.45,0
81.55,81.55,0
81.55,81.55,0
81.6,81.6,0
81.6,81.6,0
81.62,81.62,0
81.63,70.43,11.2
81.64,62.64,19
81.64,81.64,0
81.69,81.69,0
81.69,81.69,0
81.69,81.69,0
81.69,81.69,0
81.7,81.7,0
81.72,74.72,7
81.72,74.72,7
81.75,16.1,65.65
81.8,81.8,0
81.82,81.82,0
81.83,81.83,0
81.95,57.95,24
81.95,81.95,0
81.97,51.97,30
82,82,0
82,82,0
82.01,82.01,0
82.03,82.03,0
82.06,82.06,0
82.08,72.08,10
82.08,79.08,3
82.09,82.09,0
82.14,80.47,1.67
82.17,76.17,6
82.18,82.18,0
82.19,40.19,42
82.19,82.19,0
82.2,82.2,0
82.2,82.2,0
82.23,82.23,0
82.24,82.24,0
82.25,82.25,0
82.27,71.27,11
82.27,82.27,0
82.32,82.32,0
82.32,82.32,0
82.35,82.35,0
82.38,82.38,0
82.4,82.4,0
82.41,44.01,38.4
82.45,78.45,4
82.47,82.47,0
82.49,77.49,5
82.51,82.51,0
82.54,82.54,0
82.62,79.62,3
82.62,82.62,0
82.64,82.64,0
82.64,82.64,0
82.69,82.69,0
82.7,82.7,0
82.71,82.71,0
82.76,82.76,0
82.78,82.78,0
82.79,82.79,0
82.87,82.87,0
82.88,82.88,0
82.89,82.89,0
82.94,82.94,0
82.94,82.94,0
82.95,82.95,0
82.95,82.95,0
82.96,49.96,33
82.96,72.96,10
82.96,82.96,0
82.96,82.96,0
82.99,82.99,0
82.99,82.99,0
83,76.54,6.46
83,83,0
83.01,67.01,16
83.03,75.03,8
83.04,70.04,13
83.05,83.05,0
83.06,83.06,0
83.09,83.09,0
83.17,83.17,0
83.2,83.2,0
83.22,83.22,0
83.26,83.26,0
83.3,32.62,50.68
83.34,83.34,0
83.35,83.35,0
83.36,40.36,43
83.39,83.39,0
83.43,78.43,5
83.43,83.43,0
83.44,83.44,0
83.53,83.53,0
83.57,83.57,0
83.59,80.59,3
83.61,79.61,4
83.61,83.61,0
83.62,83.62,0
83.64,83.64,0
83.65,83.65,0
83.66,83.66,0
83.69,81.69,2
83.72,70.72,13
83.73,83.73,0
83.79,83.79,0
83.8,68.8,15
83.86,79.86,4
83.87,70.87,13
83.89,83.89,0
83.92,83.92,0
83.92,83.92,0
83.93,66.93,17
83.99,83.99,0
84,84,0
84,84,0
84,84,0
84,84,0
84,84,0
84.02,84.02,0
84.05,84.05,0
84.06,83.06,1
84.12,84.12,0
84.13,84.13,0
84.17,84.17,0
84.18,84.18,0
84.18,84.18,0
84.26,84.26,0
84.27,84.27,0
84.29,84.29,0
84.31,48.31,36
84.34,84.34,0
84.36,84.36,0
84.38,73.27,11.11
84.43,76.93,7.5
84.47,82.47,2
84.53,84.53,0
84.58,84.58,0
84.58,84.58,0
84.6,84.6,0
84.67,83.67,1
84.67,84.67,0
84.68,84.68,0
84.7,79.7,5
84.71,84.71,0
84.73,84.73,0
84.74,84.74,0
84.76,70.85,13.91
84.77,79.77,5
84.77,84.77,0
84.78,84.78,0
84.79,84.79,0
84.8,84.8,0
84.99,84.99,0
85,76.68,8.32
85,79.04,5.96
85,85,0
85.01,85.01,0
85.07,85.07,0
85.08,77.86,7.22
85.1,85.1,0
85.15,85.15,0
85.16,85.16,0
85.18,74.18,11
85.2,45.4,39.8
85.2,85.2,0
85.21,85.21,0
85.23,85.23,0
85.24,85.24,0
85.28,84.28,1
85.3,85.3,0
85.32,68.82,16.5
85.32,85.32,0
85.33,85.33,0
85.33,85.33,0
85.38,69.38,16
85.38,70.38,15
85.42,85.42,0
85.42,85.42,0
85.44,85.44,0
85.44,85.44,0
85.51,85.23,0.28
85.53,83.53,2
85.58,79.58,6
85.6,69.5,16.1
85.6,85.6,0
85.64,70.56,15.08
85.64,85.64,0
85.65,85.65,0
85.65,85.65,0
85.68,80.3,5.38
85.71,85.71,0
85.72,56.52,29.2
85.73,58.73,27
85.77,85.77,0
85.78,85.78,0
85.78,85.78,0
85.79,78.79,7
85.81,82.77,3.04
85.81,85.81,0
85.82,83.69,2.13
85.82,85.82,0
85.82,85.82,0
85.83,83.57,2.26
85.84,85.84,0
85.88,85.88,0
85.89,49.89,36
85.91,85.91,0
85.91,85.91,0
85.97,85.97,0
85.97,85.97,0
85.97,85.97,0
85.98,85.98,0
86.02,86.02,0
86.06,84.3,1.76
86.08,86.08,0
86.08,86.08,0
86.1,86.1,0
86.16,73.16,13
86.16,86.16,0
86.2,86.2,0
86.27,78.27,8
86.31,70.31,16
86.32,86.32,0
86.33,78.84,7.49
86.33,86.33,0
86.34,86.34,0
86.36,65.36,21
86.4,80.4,6
86.41,64.55,21.86
86.49,86.49,0
86.5,86.5,0
86.52,86.52,0
86.59,86.59,0
86.6,83.63,2.97
86.63,86.63,0
86.65,80.65,6
86.69,86.69,0
86.7,77.7,9
86.73,75.73,11
86.73,86.73,0
86.8,86.8,0
86.8,86.8,0
86.88,57.88,29
86.93,86.93,0
86.93,86.93,0
86.95,86.73,0.22
86.96,80.54,6.42
86.96,86.96,0
87,81,6
87.02,83.02,4
87.04,87.04,0
87.04,87.04,0
87.05,87.05,0
87.09,76.09,11
87.09,87.09,0
87.11,82.11,5
87.12,87.12,0
87.15,87.15,0
87.16,87.16,0
87.17,87.17,0
87.18,87.18,0
87.21,87.21,0
87.22,60.22,27
87.22,66.22,21
87.22,87.22,0
87.31,87.31,0
87.33,87.33,0
87.33,87.33,0
87.34,87.34,0
87.35,87.35,0
87.36,87.36,0
87.37,87.37,0
87.41,87.41,0
87.44,74.44,13
87.44,87.44,0
87.46,60.68,26.78
87.49,74.61,12.88
87.5,81,6.5
87.5,81,6.5
87.52,81.52,6
87.56,87.56,0
87.57,87.57,0
87.61,87.61,0
87.66,81.66,6
87.66,87.66,0
87.69,87.69,0
87.7,82.21,5.49
87.86,87.86,0
87.87,83.87,4
87.87,87.87,0
87.91,87.91,0
88.04,88.04,0
88.05,88.05,0
88.06,88.06,0
88.11,88.11,0
88.14,78.14,10
88.15,88.15,0
88.16,88.16,0
88.16,88.16,0
88.16,88.16,0
88.18,88.18,0
88.18,88.18,0
88.19,88.19,0
88.19,88.19,0
88.2,88.2,0
88.2,88.2,0
88.25,81.25,7
88.25,88.25,0
88.26,88.26,0
88.27,88.27,0
88.28,88.28,0
88.3,10,78.3
88.3,70.3,18
88.32,88.32,0
88.33,75.83,12.5
88.33,81.33,7
88.35,88.35,0
88.4,88.37,0.03
88.43,88.43,0
88.44,44.44,44
88.46,88.46,0
88.48,32.48,56
88.49,88.49,0
88.5,88.5,0
88.55,88.55,0
88.56,88.56,0
88.56,88.56,0
88.58,86.22,2.36
88.63,88.63,0
88.64,88.64,0
88.65,88.65,0
88.66,87.22,1.44
88.67,88.67,0
88.67,88.67,0
88.68,65.68,23
88.71,88.71,0
88.75,85.2,3.55
88.79,78.29,10.5
88.81,88.81,0
88.83,68.84,19.99
88.9,88.9,0
88.91,34.95,53.96
88.93,71.86,17.07
88.95,88.95,0
89.04,89.04,0
89.05,89.05,0
89.07,50.07,39
89.08,89.08,0
89.09,89.09,0
89.1,67.1,22
89.11,89.11,0
89.12,89.12,0
89.15,89.15,0
89.17,89.17,0
89.17,89.17,0
89.18,47.18,42
89.18,75.78,13.4
89.21,89.21,0
89.35,81.35,8
89.35,81.35,8
89.36,54.36,35
89.36,89.36,0
89.39,73.39,16
89.4,74.4,15
89.41,89.41,0
89.44,76.44,13
89.52,89.52,0
89.55,89.55,0
89.56,87.06,2.5
89.56,89.56,0
89.59,89.59,0
89.64,89.64,0
89.64,89.64,0
89.64,89.64,0
89.84,85.98,3.86
89.85,86.85,3
89.86,89.86,0
89.88,89.88,0
89.88,89.88,0
89.88,89.88,0
89.89,68.89,21
89.9,89.9,0
89.92,89.92,0
89.95,71.95,18
89.98,89.98,0
90,90,0
90.03,90.03,0
90.05,90.05,0
90.08,60.08,30
90.09,90.09,0
90.13,71.13,19
90.2,90.2,0
90.2,90.2,0
90.25,90.25,0
90.29,77.29,13
90.29,82.29,8
90.32,83.32,7
90.32,90.32,0
90.33,90.33,0
90.33,90.33,0
90.36,90.36,0
90.39,90.39,0
90.4,86.86,3.54
90.42,90.42,0
90.52,79.52,11
90.55,90.55,0
90.63,85.35,5.28
90.63,90.63,0
90.67,90.67,0
90.69,90.69,0
90.7,78.7,12
90.7,90.7,0
90.71,90.71,0
90.77,90.77,0
90.81,90.81,0
90.85,90.85,0
90.86,87.69,3.17
90.87,63.87,27
90.88,90.88,0
90.88,90.88,0
90.88,90.88,0
90.91,90.91,0
90.93,78.93,12
90.93,87.93,3
90.95,75.95,15
91,91,0
91.01,91.01,0
91.02,66.82,24.2
91.04,88.04,3
91.04,91.04,0
91.11,91.11,0
91.13,91.13,0
91.13,91.13,0
91.13,91.13,0
91.14,91.14,0
91.14,91.14,0
91.15,91.15,0
91.2,91.2,0
91.24,91.24,0
91.25,91.25,0
91.25,91.25,0
91.27,91.27,0
91.27,91.27,0
91.3,91.3,0
91.32,91.32,0
91.32,91.32,0
91.37,91.35,0.02
91.38,86.88,4.5
91.42,91.42,0
91.5,21,70.5
91.5,91.5,0
91.56,91.56,0
91.57,90.57,1
91.7,91.7,0
91.72,64.72,27
91.72,64.72,27
91.76,79.76,12
91.76,90.76,1
91.8,91.8,0
91.82,80.82,11
91.84,91.84,0
91.86,91.86,0
91.86,91.86,0
91.88,76.88,15
91.91,84.91,7
91.91,91.91,0
91.91,91.91,0
91.94,74.63,17.31
91.97,78.97,13
91.97,91.97,0
92,82,10
92,83,9
92,92,0
92.02,79.02,13
92.05,92.05,0
92.07,92.07,0
92.1,92.1,0
92.14,89.14,3
92.16,74.16,18
92.16,84.16,8
92.16,92.16,0
92.16,92.16,0
92.17,92.17,0
92.19,85.19,7
92.19,92.19,0
92.19,92.19,0
92.2,92.2,0
92.2,92.2,0
92.21,92.21,0
92.24,92.24,0
92.26,92.26,0
92.3,84.8,7.5
92.32,87.32,5
92.33,89.33,3
92.34,37.74,54.6
92.38,92.38,0
92.4,92.4,0
92.45,92.45,0
92.48,92.48,0
92.52,87.38,5.14
92.53,90.03,2.5
92.54,92.54,0
92.56,86.56,6
92.56,92.56,0
92.56,92.56,0
92.59,89.59,3
92.63,92.63,0
92.68,92.68,0
92.69,92.69,0
92.7,83.06,9.64
92.7,86.7,6
92.7,92.7,0
92.74,92.74,0
92.76,92.76,0
92.77,92.77,0
92.77,92.77,0
92.78,88.78,4
92.84,92.84,0
92.86,92.86,0
92.94,13.75,79.19
92.94,92.94,0
92.94,92.94,0
93,93,0
93,93,0
93,93,0
93.01,93.01,0
93.02,93.02,0
93.03,84.03,9
93.06,82.06,11
93.07,93.07,0
93.08,93.08,0
93.12,93.12,0
93.12,93.12,0
93.14,87.14,6
93.16,81.16,12
93.16,93.16,0
93.18,93.18,0
93.24,93.24,0
93.25,93.25,0
93.28,91.28,2
93.29,89.29,4
93.29,93.29,0
93.3,93.3,0
93.3,93.3,0
93.31,93.31,0
93.33,87.33,6
93.36,93.36,0
93.38,93.38,0
93.43,83.93,9.5
93.44,83.94,9.5
93.46,93.46,0
93.49,93.49,0
93.5,73.5,20
93.5,93.5,0
93.51,92.11,1.4
93.53,93.53,0
93.53,93.53,0
93.6,45.6,48
93.6,87.6,6
93.66,93.66,0
93.67,93.67,0
93.7,93.7,0
93.71,93.71,0
93.76,93.76,0
93.76,93.76,0
93.77,93.77,0
93.8,93.8,0
93.85,93.85,0
93.86,93.86,0
93.87,93.87,0
93.88,90.88,3
93.88,93.88,0
93.89,93.89,0
93.92,93.92,0
93.94,45.94,48
94.03,94.03,0
94.08,94.08,0
94.09,94.09,0
94.1,88.1,6
94.1,94.1,0
94.14,89.46,4.68
94.19,94.19,0
94.2,79.2,15
94.2,94.2,0
94.26,84.26,10
94.31,64.31,30
94.31,94.31,0
94.35,94.35,0
94.36,94.36,0
94.39,94.39,0
94.4,91.4,3
94.4,91.4,3
94.4,94.4,0
94.42,94.42,0
94.56,94.56,0
94.62,91.62,3
94.63,94.63,0
94.63,94.63,0
94.64,83.64,11
94.64,94.64,0
94.65,94.65,0
94.66,75.27,19.39
94.66,94.66,0
94.73,94.73,0
94.74,94.74,0
94.74,94.74,0
94.75,94.75,0
94.79,94.79,0
94.8,94.8,0
94.82,94.82,0
94.84,94.84,0
94.85,94.85,0
94.86,67.86,27
94.88,64.88,30
94.88,94.88,0
94.9,94.9,0
94.9,94.9,0
94.94,94.94,0
94.95,18.99,75.96
94.99,94.99,0
95,75.5,19.5
95.01,95.01,0
95.08,95.08,0
95.09,47.09,48
95.15,81.69,13.46
95.19,80.19,15
95.2,92.2,3
95.26,94.76,0.5
95.3,95.3,0
95.31,95.31,0
95.32,80.32,15
95.34,95.34,0
95.39,95.39,0
95.39,95.39,0
95.43,95.43,0
95.45,95.45,0
95.47,95.47,0
95.51,95.51,0
95.53,85.53,10
95.53,92.03,3.5
95.53,95.53,0
95.53,95.53,0
95.55,75.26,20.29
95.56,95.56,0
95.59,95.59,0
95.6,95.6,0
95.61,91.11,4.5
95.63,95.63,0
95.64,92.64,3
95.64,95.64,0
95.65,95.65,0
95.66,93.59,2.07
95.68,86.68,9
95.68,95.68,0
95.7,95.7,0
95.71,95.71,0
95.76,95.76,0
95.8,95.8,0
95.8,95.8,0
95.83,56.83,39
95.83,83.83,12
95.88,95.88,0
95.88,95.88,0
95.89,95.89,0
95.9,95.9,0
95.92,55.92,40
95.92,95.92,0
95.93,95.93,0
95.95,95.95,0
95.98,91.98,4
95.99,95.99,0
96,95,1
96,96,0
96,96,0
96,96,0
96.05,63.05,33
96.06,90.06,6
96.07,96.07,0
96.11,96.11,0
96.21,93.21,3
96.22,14,82.22
96.22,96.22,0
96.23,96.23,0
96.23,96.23,0
96.24,96.24,0
96.26,96.26,0
96.26,96.26,0
96.26,96.26,0
96.27,96.27,0
96.28,96.28,0
96.29,96.29,0
96.3,96.3,0
96.38,91.38,5
96.39,96.39,0
96.43,96.43,0
96.45,96.45,0
96.46,96.46,0
96.46,96.46,0
96.48,96.48,0
96.49,94.49,2
96.5,96.06,0.44
96.53,90.53,6
96.56,84.56,12
96.56,84.56,12
96.61,96.61,0
96.62,96.62,0
96.62,96.62,0
96.65,89.65,7
96.66,96.66,0
96.66,96.66,0
96.72,96.72,0
96.77,96.77,0
96.78,91.78,5
96.78,96.78,0
96.78,96.78,0
96.8,72.8,24
96.81,96.81,0
96.86,83.86,13
96.86,96.86,0
96.89,96.89,0
96.94,96.94,0
96.95,77.45,19.5
96.96,96.96,0
96.97,96.97,0
96.97,96.97,0
96.98,96.98,0
96.98,96.98,0
96.99,96.99,0
97.01,97.01,0
97.01,97.01,0
97.02,91.02,6
97.04,93.04,4
97.06,92.06,5
97.11,97.11,0
97.16,97.16,0
97.18,97.18,0
97.22,85.22,12
97.22,97.22,0
97.27,85.27,12
97.35,97.35,0
97.36,97.36,0
97.38,97.38,0
97.38,97.38,0
97.47,97.47,0
97.47,97.47,0
97.56,97.56,0
97.58,97.58,0
97.59,97.59,0
97.59,97.59,0
97.6,43.6,54
97.62,97.62,0
97.63,97.63,0
97.63,97.63,0
97.65,97.65,0
97.66,97.66,0
97.69,97.69,0
97.73,97.73,0
97.75,97.75,0
97.76,97.76,0
97.77,97.77,0
97.81,97.81,0
97.85,91.85,6
97.87,97.87,0
97.9,97.9,0
97.94,88.94,9
97.94,97.94,0
97.97,97.97,0
98,95.58,2.42
98.01,98.01,0
98.04,89.04,9
98.04,98.04,0
98.05,98.05,0
98.1,95.1,3
98.1,98.1,0
98.15,88.15,10
98.15,98.15,0
98.17,91.17,7
98.17,98.17,0
98.18,96.64,1.54
98.18,98.18,0
98.18,98.18,0
98.19,98.19,0
98.2,98.2,0
98.24,98.24,0
98.26,98.26,0
98.27,98.27,0
98.3,98.3,0
98.31,98.31,0
98.33,98.33,0
98.33,98.33,0
98.36,95.36,3
98.36,98.36,0
98.38,98.38,0
98.4,98.4,0
98.42,98.42,0
98.52,98.52,0
98.54,78.54,20
98.54,93.54,5
98.59,98.59,0
98.61,98.61,0
98.62,98.62,0
98.63,98.63,0
98.64,93.64,5
98.65,98.65,0
98.71,73.71,25
98.71,98.71,0
98.72,98.22,0.5
98.77,98.77,0
98.77,98.77,0
98.78,98.78,0
98.78,98.78,0
98.78,98.78,0
98.81,98.81,0
98.82,98.82,0
98.83,98.83,0
98.84,98.84,0
98.9,98.9,0
98.91,98.91,0
98.93,98.93,0
98.98,94.08,4.9
